id,title,year,ratings,votes,length,genres,formatted_title,formatted_length
tt0795434,Namastey London (2007),2007,6.6,1946,00 mins.,Comedy|Drama|Romance,Namastey London,0
tt0325675,Boats Out of Watermelon Rinds (2004),2004,7.7,1946,97 mins.,Comedy|Drama|Family|Romance,Boats Out of Watermelon Rinds,97
tt0099128,Betsy's Wedding (1990),1990,5.4,1945,94 mins.,Comedy|Romance,Betsy's Wedding,94
tt0098524,True Believer (1989),1989,6.7,1943,105 mins.,Drama|Crime,True Believer,105
tt0164221,Virtual Sexuality (1999),1999,4.7,1941,92 mins.,Comedy|Drama,Virtual Sexuality,92
tt1295072,The Trotsky (2009),2009,6.9,1941,120 mins.,Comedy,The Trotsky,120
tt0085387,D.C. Cab (1983),1983,4.8,1940,100 mins.,Comedy|Action,D.C. Cab,100
tt0451109,The Maize: The Movie (2004),2004,1.9,1939,100 mins.,Horror,The Maize: The Movie,100
tt0288330,Zelary (2003),2003,7.5,1938,150 mins.,Romance|Drama,Zelary,150
tt0078158,Return from Witch Mountain (1978),1978,5.6,1937,95 mins.,Family|Adventure|Sci-Fi|Fantasy,Return from Witch Mountain,95
tt0883995,13: Game of Death (2006),2006,6.8,1936,114 mins.,Comedy|Crime|Drama|Horror|Mystery|Thriller,13: Game of Death,114
tt0092710,Burglar (1987),1987,4.5,1935,103 mins.,Comedy|Crime,Burglar,103
tt0923600,Baghead (2008),2008,5.8,1935,84 mins.,Comedy|Drama|Horror|Romance,Baghead,84
tt1103256,Red Sands (2009),2009,4.5,1935,89 mins.,Action|Drama|Horror|War,Red Sands,89
tt0063633,The Cremator (1969),1969,7.9,1934,95 mins.,Drama|Horror|Thriller,The Cremator,95
tt0783767,Angel (2007),2007,6.0,1932,134 mins.,Drama|Romance,Angel,134
tt0076686,The Serpent's Egg (1977),1977,6.6,1930,119 mins.,Drama|Mystery|Thriller,The Serpent's Egg,119
tt0091830,Summer (1986),1986,7.7,1929,98 mins.,Drama|Romance,Summer,98
tt0100631,Ski Patrol (1990),1990,4.6,1928,91 mins.,Action|Comedy,Ski Patrol,91
tt0403645,Burnt by the Sun 2: Exodus (2010),2010,4.0,1928,179 mins.,Drama,Burnt by the Sun 2: Exodus,179
tt0045848,Sawdust and Tinsel (1953),1953,7.7,1927,93 mins.,Drama,Sawdust and Tinsel,93
tt0382028,Fat Slags (2004),2004,1.8,1927,75 mins.,Comedy,Fat Slags,75
tt1034302,The Cry of the Owl (2009),2009,6.0,1927,100 mins.,Drama|Thriller,The Cry of the Owl,100
tt0109020,71 Fragments of a Chronology of Chance (1994),1994,7.2,1926,100 mins.,Drama,71 Fragments of a Chronology of Chance,100
tt0058324,Man's Favorite Sport? (1964),1964,7.0,1925,120 mins.,Comedy|Romance,Man's Favorite Sport?,120
tt0110361,Lisbon Story (1994),1994,7.0,1924,100 mins.,Drama|Music,Lisbon Story,100
tt0098300,Shag (1989),1989,5.4,1924,98 mins.,Comedy|Drama|Romance,Shag,98
tt0053226,Room at the Top (1959),1959,7.9,1923,115 mins.,Drama|Romance,Room at the Top,115
tt0343095,This Girl's Life (2003),2003,5.8,1923,104 mins.,Drama,This Girl's Life,104
tt0379240,Dead Fish (2005),2005,5.2,1923,98 mins.,Action|Comedy|Thriller|Drama,Dead Fish,98
tt0442268,Be with You (2004),2004,7.8,1940,119 mins.,Drama|Fantasy|Romance,Be with You,119
tt0279231,Undercover Kitty (2001),2001,7.1,1940,00 mins.,Comedy|Family|Fantasy,Undercover Kitty,0
tt0081259,The Octagon (1980),1980,4.7,1939,103 mins.,Action|Drama|Romance|Thriller,The Octagon,103
tt0100665,Soultaker (1990),1990,2.0,1938,94 mins.,Fantasy|Horror,Soultaker,94
tt0045464,"The 5,000 Fingers of Dr. T. (1953)",1953,6.8,1936,89 mins.,Family|Fantasy|Music|Romance,"The 5,000 Fingers of Dr. T.",89
tt0099018,Almost an Angel (1990),1990,5.1,1935,95 mins.,Comedy,Almost an Angel,95
tt0065593,Cromwell (1970),1970,6.7,1935,139 mins.,Biography|Drama|History|War,Cromwell,139
tt0107474,Madadayo (1993),1993,7.4,1935,134 mins.,Drama,Madadayo,134
tt0094860,The Church (1989),1989,6.1,1934,102 mins.,Fantasy|Horror,The Church,102
tt0056255,Mr. Hobbs Takes a Vacation (1962),1962,6.8,1932,116 mins.,Comedy|Family,Mr. Hobbs Takes a Vacation,116
tt0165831,Held Up (1999),1999,4.7,1930,89 mins.,Comedy,Held Up,89
tt0466771,"Puff, Puff, Pass (2006)",2006,5.3,1930,95 mins.,Comedy,"Puff, Puff, Pass",95
tt0313724,The Third Wave (2003),2003,6.3,1928,115 mins.,Action|Thriller,The Third Wave,115
tt0068205,Love in the Afternoon (1972),1972,7.7,1928,97 mins.,Drama,Love in the Afternoon,97
tt0421045,Bickford Shmeckler's Cool Ideas (2006),2006,5.8,1928,00 mins.,Comedy|Romance,Bickford Shmeckler's Cool Ideas,0
tt0089601,Mischief (1985),1985,6.2,1927,93 mins.,Comedy|Romance,Mischief,93
tt0306892,George and the Dragon (2004),2004,5.7,1927,93 mins.,Action|Adventure|Comedy|Fantasy|Romance,George and the Dragon,93
tt0052969,The Killer Shrews (1959),1959,3.4,1926,69 mins.,Horror|Sci-Fi,The Killer Shrews,69
tt0082559,Night of the Zombies (1980),1980,4.6,1926,101 mins.,Horror|Sci-Fi,Night of the Zombies,101
tt0446463,The Secret (2007),2007,6.2,1925,00 mins.,Drama|Horror|Romance,The Secret,0
tt0286594,Close Your Eyes (2002),2002,6.2,1924,108 mins.,Crime|Horror|Mystery|Thriller,Close Your Eyes,108
tt0112553,Bombay (1995),1995,7.6,1923,141 mins.,Drama|Musical|Romance,Bombay,141
tt0096943,Blaze (1989),1989,5.8,1923,120 mins.,Biography|Drama,Blaze,120
tt0485863,Battle of the Warriors (2006),2006,6.8,1923,133 mins.,Action|Drama|War,Battle of the Warriors,133
tt1128075,Love Exposure (2008),2008,8.0,1922,237 mins.,Action|Comedy|Drama|Romance,Love Exposure,237
tt0326664,Swimming Upstream (2003),2003,7.1,1921,114 mins.,Biography|Drama|Sport,Swimming Upstream,114
tt0183503,Me Myself I (1999),1999,6.2,1920,104 mins.,Comedy|Romance,Me Myself I,104
tt0069976,Dillinger (1973),1973,6.7,1920,107 mins.,Action|Biography|Crime|Drama,Dillinger,107
tt1220220,Motherhood (2009),2009,4.7,1918,90 mins.,Comedy|Drama,Motherhood,90
tt0407269,The Truth About Love (2005),2005,5.3,1916,100 mins.,Comedy|Romance,The Truth About Love,100
tt0285005,Dead or Alive 2: T\xf4b\xf4sha (2000),2000,6.9,1913,97 mins.,Crime|Drama|Thriller,Dead or Alive 2: T\xf4b\xf4sha,97
tt0062737,Blackbeard's Ghost (1968),1968,6.4,1913,106 mins.,Comedy|Family|Fantasy,Blackbeard's Ghost,106
tt0094594,1969 (1988),1988,5.6,1912,95 mins.,Drama|War,1969,95
tt0059496,The Nanny (1965),1965,7.2,1911,91 mins.,Drama|Thriller,The Nanny,91
tt0115472,The Adventures of Pinocchio (1996),1996,5.3,1909,96 mins.,Fantasy|Family|Adventure|Musical,The Adventures of Pinocchio,96
tt0848281,The Deal (2008),2008,5.7,1908,100 mins.,Comedy,The Deal,100
tt0072705,Bite the Bullet (1975),1975,6.7,1906,132 mins.,Action|Adventure|Western,Bite the Bullet,132
tt0086397,The Survivors (1983),1983,5.7,1905,103 mins.,Comedy|Drama,The Survivors,103
tt0119578,Love! Valour! Compassion! (1997),1997,6.6,1904,108 mins.,Comedy|Drama|Romance,Love! Valour! Compassion!,108
tt0070468,The Offence (1972),1972,7.0,1904,112 mins.,Crime|Thriller|Drama,The Offence,112
tt0104046,Daens (1992),1992,7.7,1904,138 mins.,Biography|Drama|History,Daens,138
tt0090115,Snowroller - S\xe4llskapsresan II (1985),1985,6.3,1903,91 mins.,Comedy,Snowroller - S\xe4llskapsresan II,91
tt0050330,The Lower Depths (1957),1957,7.5,1901,137 mins.,Drama,The Lower Depths,137
tt0103295,The Legend of the Swordsman (1992),1992,7.2,1901,00 mins.,Action|Fantasy,The Legend of the Swordsman,0
tt0106937,The Legend II (1993),1993,6.9,1899,95 mins.,Action|Adventure|Comedy|History,The Legend II,95
tt0245027,The Bench (2000),2000,7.5,1897,93 mins.,Drama,The Bench,93
tt0055558,Two Rode Together (1961),1961,6.9,1897,109 mins.,Western,Two Rode Together,109
tt0792966,Blame it on Fidel (2006),2006,7.6,1895,99 mins.,Drama|History,Blame it on Fidel,99
tt0043972,The River (1951),1951,7.6,1894,99 mins.,Drama|Romance,The River,99
tt0064639,Marooned (1969),1969,5.5,1894,134 mins.,Adventure|Drama|Sci-Fi|Thriller,Marooned,134
tt0108656,Crime Story (1993),1993,6.8,1921,107 mins.,Crime|Action|Drama,Crime Story,107
tt0057334,Murder at the Gallop (1963),1963,7.1,1920,81 mins.,Comedy|Crime|Drama|Mystery|Thriller,Murder at the Gallop,81
tt1194620,Silent Wedding (2008),2008,7.7,1918,00 mins.,Comedy|Drama,Silent Wedding,0
tt0082111,Buddy Buddy (1981),1981,6.4,1917,96 mins.,Comedy,Buddy Buddy,96
tt0044030,Show Boat (1951),1951,6.9,1915,107 mins.,Drama|Musical|Romance,Show Boat,107
tt0063005,The Gendarme Gets Married (1968),1968,6.4,1913,92 mins.,Comedy,The Gendarme Gets Married,92
tt0088885,The Care Bears Movie (1985),1985,5.0,1912,77 mins.,Animation|Adventure|Comedy|Family|Fantasy,The Care Bears Movie,77
tt1563719,Hunt to Kill (2010),2010,5.0,1912,98 mins.,Action|Thriller,Hunt to Kill,98
tt1337032,Trailer Park Boys: Countdown to Liquor Day (2009),2009,7.0,1911,102 mins.,Comedy|Crime,Trailer Park Boys: Countdown to Liquor Day,102
tt0076059,Fun with Dick and Jane (1977),1977,6.3,1908,95 mins.,Comedy,Fun with Dick and Jane,95
tt0346723,Chalte Chalte (2003),2003,6.6,1906,167 mins.,Drama|Romance,Chalte Chalte,167
tt1054580,Desert Flower (2009),2009,7.0,1906,120 mins.,Biography|Drama,Desert Flower,120
tt0098068,Parents (1989),1989,6.1,1905,81 mins.,Comedy|Drama|Horror|Mystery,Parents,81
tt0074916,Mr. Klein (1976),1976,7.6,1904,123 mins.,Crime|Drama|Mystery|Thriller|War,Mr. Klein,123
tt0374180,Romasanta: The Werewolf Hunt (2004),2004,5.3,1904,90 mins.,Action|Horror,Romasanta: The Werewolf Hunt,90
tt0177507,Gigantics (1999),1999,7.7,1903,80 mins.,Comedy|Drama|Romance|Action,Gigantics,80
tt0098343,Skin Deep (1989),1989,5.7,1902,97 mins.,Comedy,Skin Deep,97
tt0083717,Cannery Row (1982),1982,6.3,1901,120 mins.,Comedy|Drama,Cannery Row,120
tt0245573,XX/XY (2002),2002,6.0,1901,91 mins.,Drama|Romance,XX/XY,91
tt0057254,The List of Adrian Messenger (1963),1963,7.0,1898,98 mins.,Crime|Mystery|Drama,The List of Adrian Messenger,98
tt0071269,California Split (1974),1974,7.0,1897,108 mins.,Comedy|Drama,California Split,108
tt0066380,Vampiros lesbos (1971),1971,5.3,1896,89 mins.,Horror,Vampiros lesbos,89
tt0107626,My Boyfriend's Back (1993),1993,4.7,1895,85 mins.,Comedy|Fantasy|Horror|Romance,My Boyfriend's Back,85
tt0077921,The Medusa Touch (1978),1978,6.9,1894,105 mins.,Drama|Mystery|Thriller,The Medusa Touch,105
tt0120481,Washington Square (1997),1997,6.5,1894,115 mins.,Drama|Romance,Washington Square,115
tt0057967,The Sucker (1965),1965,7.4,1893,111 mins.,Comedy|Crime,The Sucker,111
tt0114808,The Star Maker (1995),1995,7.1,1892,113 mins.,Drama,The Star Maker,113
tt0330904,A Snake of June (2002),2002,7.0,1891,77 mins.,Drama|Mystery|Thriller,A Snake of June,77
tt0929412,Quiet Chaos (2008),2008,6.9,1891,105 mins.,Drama|Romance,Quiet Chaos,105
tt1067774,Monte Carlo (2011),2011,5.2,1890,109 mins.,Adventure|Comedy|Romance,Monte Carlo,109
tt0082511,Hell Night (1981),1981,5.4,1889,101 mins.,Horror|Thriller,Hell Night,101
tt0113188,Gold Diggers: The Secret of Bear Mountain (1995),1995,5.6,1889,94 mins.,Adventure|Drama|Mystery,Gold Diggers: The Secret of Bear Mountain,94
tt0051818,King Creole (1958),1958,6.8,1887,116 mins.,Crime|Drama|Musical,King Creole,116
tt1424003,The Infidel (2010),2010,6.3,1887,105 mins.,Comedy|Drama,The Infidel,105
tt0119630,Masterminds (1997),1997,4.9,1886,106 mins.,Action|Thriller|Comedy,Masterminds,106
tt0060437,Funeral in Berlin (1966),1966,6.8,1885,102 mins.,Drama|Thriller,Funeral in Berlin,102
tt1242618,Deadline (2009),2009,4.3,1884,85 mins.,Thriller|Drama|Horror,Deadline,85
tt0090203,The Trip to Bountiful (1985),1985,7.5,1883,108 mins.,Drama,The Trip to Bountiful,108
tt0810868,Free Rainer (2007),2007,6.7,1881,130 mins.,Drama,Free Rainer,130
tt0490210,Sarkar Raj (2008),2008,6.7,1881,125 mins.,Action|Crime|Drama|Thriller,Sarkar Raj,125
tt0115610,Bad Moon (1996),1996,5.1,1880,80 mins.,Horror,Bad Moon,80
tt1056437,The Sky Crawlers (2008),2008,6.8,1879,122 mins.,Animation|Adventure|Drama,The Sky Crawlers,122
tt0194104,Leak (2000),2000,7.1,1878,105 mins.,Action|Crime|Thriller,Leak,105
tt0310149,The Princess Blade (2001),2001,5.7,1876,92 mins.,Action|Sci-Fi,The Princess Blade,92
tt0082353,Eyewitness (1981),1981,6.0,1876,103 mins.,Thriller,Eyewitness,103
tt0090735,Black Moon Rising (1986),1986,5.3,1876,100 mins.,Action|Sci-Fi|Thriller,Black Moon Rising,100
tt0381936,Bummer (2003),2003,7.2,1875,110 mins.,Crime|Drama,Bummer,110
tt0120536,The Wrong Guy (1997),1997,6.8,1874,92 mins.,Comedy|Romance|Thriller,The Wrong Guy,92
tt0473464,Cherry Crush (2007),2007,5.5,1874,89 mins.,Drama|Thriller,Cherry Crush,89
tt0453729,Iqbal (2005),2005,7.9,1873,132 mins.,Drama|Sport,Iqbal,132
tt0856778,Clubbed (2008),2008,6.8,1893,95 mins.,Crime|Drama,Clubbed,95
tt0101988,Guyver (1991),1991,4.2,1892,88 mins.,Sci-Fi|Action|Comedy,Guyver,88
tt0113416,The Incredibly True Adventure of Two Girls in Love (1995),1995,6.0,1891,94 mins.,Comedy|Drama|Romance,The Incredibly True Adventure of Two Girls in Love,94
tt0093771,A Prayer for the Dying (1987),1987,6.3,1890,107 mins.,Action|Crime|Drama|Thriller,A Prayer for the Dying,107
tt0387596,Silmido (2003),2003,7.1,1889,135 mins.,Action|Drama,Silmido,135
tt0436689,The Puffy Chair (2005),2005,6.4,1889,85 mins.,Comedy|Drama|Romance,The Puffy Chair,85
tt0063060,Hellfighters (1968),1968,6.2,1888,121 mins.,Action|Adventure|Romance,Hellfighters,121
tt0097880,The Mighty Quinn (1989),1989,6.0,1887,98 mins.,Action|Crime|Drama|Mystery|Thriller,The Mighty Quinn,98
tt0382383,Yuva (2004),2004,7.4,1886,161 mins.,Action|Adventure|Crime|Drama,Yuva,161
tt0048554,Revenge of the Creature (1955),1955,5.1,1886,82 mins.,Horror|Sci-Fi,Revenge of the Creature,82
tt0112255,3 Ninjas Knuckle Up (1995),1995,3.1,1885,85 mins.,Comedy|Action|Family,3 Ninjas Knuckle Up,85
tt1735485,The Tunnel Movie (2011),2011,6.0,1884,90 mins.,Drama|Horror|Thriller,The Tunnel Movie,90
tt0160644,Passion of Mind (2000),2000,5.2,1882,105 mins.,Drama|Mystery|Romance|Thriller,Passion of Mind,105
tt0448206,Bunty Aur Babli (2005),2005,6.2,1881,170 mins.,Adventure|Comedy|Crime,Bunty Aur Babli,170
tt0821470,The City of Violence (2006),2006,6.7,1880,92 mins.,Action|Crime|Drama,The City of Violence,92
tt1352388,Nude Nuns with Big Guns (2010),2010,3.9,1880,90 mins.,Thriller,Nude Nuns with Big Guns,90
tt0077276,French Fried Vacation (1978),1978,6.8,1878,87 mins.,Comedy,French Fried Vacation,87
tt0157122,Faithless (2000),2000,7.4,1877,00 mins.,Drama|Romance,Faithless,0
tt0119512,Left Luggage (1998),1998,7.4,1876,100 mins.,Drama,Left Luggage,100
tt0210094,Happy Campers (2001),2001,5.4,1876,94 mins.,Comedy,Happy Campers,94
tt0119657,Men with Guns (1997),1997,7.5,1875,127 mins.,Drama,Men with Guns,127
tt0456340,Ca\xf3tica Ana (2007),2007,6.3,1875,118 mins.,Drama|Mystery|Romance,Ca\xf3tica Ana,118
tt0106257,American Ninja V (1993),1993,2.4,1874,102 mins.,Action,American Ninja V,102
tt0492835,The King and the Clown (2005),2005,7.6,1873,119 mins.,Drama|History|Thriller,The King and the Clown,119
tt0052700,Compulsion (1959),1959,7.4,1872,103 mins.,Biography|Crime|Drama|History|Thriller,Compulsion,103
tt0048316,Love Is a Many-Splendored Thing (1955),1955,6.6,1872,102 mins.,Biography|Drama|Romance|War,Love Is a Many-Splendored Thing,102
tt1433562,High Lane (2009),2009,5.6,1872,90 mins.,Adventure|Horror,High Lane,90
tt0800956,Life in a Metro (2007),2007,7.3,1870,132 mins.,Comedy|Drama|Romance,Life in a Metro,132
tt1014672,Bheja Fry (2007),2007,7.5,1869,95 mins.,Comedy|Drama,Bheja Fry,95
tt0043961,The Red Badge of Courage (1951),1951,7.3,1868,69 mins.,Drama|War,The Red Badge of Courage,69
tt0469318,Dark Country (2009),2009,5.2,1868,88 mins.,Crime|Mystery|Thriller,Dark Country,88
tt0082199,Condorman (1981),1981,5.1,1867,90 mins.,Action|Adventure|Comedy|Drama|Family,Condorman,90
tt0061791,How to Succeed in Business Without Really Trying (1967),1967,7.1,1866,121 mins.,Comedy|Musical,How to Succeed in Business Without Really Trying,121
tt0090567,52 Pick-Up (1986),1986,6.2,1865,110 mins.,Crime|Mystery|Thriller,52 Pick-Up,110
tt0973844,To Each His Own Cinema (2007),2007,6.7,1864,100 mins.,Comedy|Drama,To Each His Own Cinema,100
tt0167137,Den eneste ene (1999),1999,6.7,1862,106 mins.,Comedy|Romance,Den eneste ene,106
tt0077138,The Tree of Wooden Clogs (1978),1978,7.9,1862,186 mins.,Drama|History,The Tree of Wooden Clogs,186
tt0087042,Cheech & Chong's The Corsican Brothers (1984),1984,4.2,1862,82 mins.,Comedy,Cheech & Chong's The Corsican Brothers,82
tt0094675,Ariel (1988),1988,7.6,1861,73 mins.,Crime|Drama|Romance,Ariel,73
tt0221559,On the Edge (2001),2001,6.8,1861,85 mins.,Drama,On the Edge,85
tt0104279,Flodder in Amerika! (1992),1992,4.9,1860,120 mins.,Comedy,Flodder in Amerika!,120
tt0425743,American Soldiers (2005),2005,2.8,1858,103 mins.,Action|Drama|History|War,American Soldiers,103
tt0082220,Cutter's Way (1981),1981,6.8,1858,105 mins.,Crime|Drama|Thriller,Cutter's Way,105
tt0396746,Muxm\xe4uschenstill (2004),2004,7.1,1858,89 mins.,Drama,Muxm\xe4uschenstill,89
tt0352314,Ek Hasina Thi (2004),2004,7.4,1856,120 mins.,Crime|Romance|Thriller,Ek Hasina Thi,120
tt0106544,Supercop 2 (1993),1993,6.0,1856,104 mins.,Action|Comedy|Crime|Thriller,Supercop 2,104
tt0073260,The Land That Time Forgot (1975),1975,5.5,1856,90 mins.,Adventure|Drama|Fantasy|Sci-Fi|Thriller,The Land That Time Forgot,90
tt0839938,Out of the Blue (2006),2006,7.3,1855,103 mins.,Crime|Drama,Out of the Blue,103
tt0363095,Freeze Frame (2004),2004,6.3,1854,99 mins.,Thriller|Crime|Drama,Freeze Frame,99
tt0043983,Royal Wedding (1951),1951,6.7,1854,93 mins.,Comedy|Musical|Romance,Royal Wedding,93
tt0071824,McQ (1974),1974,5.9,1872,111 mins.,Action|Drama|Crime,McQ,111
tt0061648,Far from the Madding Crowd (1967),1967,7.2,1871,168 mins.,Drama|Romance,Far from the Madding Crowd,168
tt0051776,The Inn of the Sixth Happiness (1958),1958,7.1,1869,158 mins.,Biography|Drama|War,The Inn of the Sixth Happiness,158
tt0080904,Humanoids from the Deep (1980),1980,5.4,1869,80 mins.,Horror|Sci-Fi,Humanoids from the Deep,80
tt0167116,Desert Saints (2002),2002,6.0,1868,88 mins.,Action|Thriller,Desert Saints,88
tt0048966,Attack (1956),1956,7.5,1867,107 mins.,Drama|War|Action,Attack,107
tt0070291,The Last of Sheila (1973),1973,7.3,1866,120 mins.,Crime|Drama|Mystery|Thriller,The Last of Sheila,120
tt0485272,Salaam-E-Ishq (2007),2007,5.1,1865,00 mins.,Comedy|Drama|Musical|Romance,Salaam-E-Ishq,0
tt1016290,Crows Zero (2007),2007,7.0,1864,130 mins.,Action|Thriller,Crows Zero,130
tt0066989,Les deux Anglaises et le continent (1971),1971,7.3,1862,120 mins.,Romance|Drama,Les deux Anglaises et le continent,120
tt0055774,Barabbas (1961),1961,6.8,1862,00 mins.,Adventure|Biography|Drama,Barabbas,0
tt0082045,Banana Joe (1982),1982,5.9,1862,96 mins.,Comedy,Banana Joe,96
tt0090327,Witchboard (1986),1986,5.3,1862,98 mins.,Horror|Mystery|Thriller,Witchboard,98
tt0082677,Looker (1981),1981,6.0,1861,93 mins.,Drama|Sci-Fi|Thriller,Looker,93
tt0250067,The Trip (2002),2002,6.8,1860,95 mins.,Comedy|Drama|Romance,The Trip,95
tt0968264,The Conspirator (2010),2010,7.1,1860,122 mins.,Drama,The Conspirator,122
tt0067144,The Go-Between (1970),1970,7.5,1858,118 mins.,Drama|Romance,The Go-Between,118
tt0101326,American Ninja 4: The Annihilation (1990),1990,3.0,1858,99 mins.,Action|Drama,American Ninja 4: The Annihilation,99
tt0065150,The Undefeated (1969),1969,6.3,1857,119 mins.,Action|Adventure|Drama|War|Western,The Undefeated,119
tt0082671,Lola (1981),1981,7.6,1856,113 mins.,Comedy|Drama,Lola,113
tt0765833,Happy Days (1978),1978,8.2,1856,92 mins.,Comedy|Drama|Family|Romance,Happy Days,92
tt0090568,8 Million Ways to Die (1986),1986,5.3,1855,115 mins.,Action|Adventure|Crime|Thriller,8 Million Ways to Die,115
tt0068284,Blacula (1972),1972,5.5,1854,93 mins.,Horror|Thriller,Blacula,93
tt0901485,The Girl Cut in Two (2007),2007,6.2,1854,115 mins.,Drama|Thriller,The Girl Cut in Two,115
tt0300902,Absolon (2003),2003,4.2,1854,96 mins.,Sci-Fi|Action|Thriller,Absolon,96
tt0314166,Hey Arnold! The Movie (2002),2002,5.3,1852,76 mins.,Animation|Adventure|Comedy|Family,Hey Arnold! The Movie,76
tt0107668,Nemesis (1992),1992,5.2,1851,95 mins.,Sci-Fi|Action|Thriller,Nemesis,95
tt0289968,Hababam sinifi dokuz doguruyor (1978),1978,7.7,1851,00 mins.,Comedy,Hababam sinifi dokuz doguruyor,0
tt0053611,Attack of the Giant Leeches (1959),1959,3.1,1850,62 mins.,Horror|Sci-Fi,Attack of the Giant Leeches,62
tt0769508,In Paris (2006),2006,6.3,1850,92 mins.,Drama|Romance,In Paris,92
tt0482374,Gone (2007),2007,5.4,1848,88 mins.,Drama|Horror|Thriller,Gone,88
tt0058615,The Starfighters (1964),1964,1.6,1847,78 mins.,Drama,The Starfighters,78
tt0466766,Drive Thru (2007),2007,4.4,1847,83 mins.,Comedy|Horror,Drive Thru,83
tt0096511,Zombi 3 (1988),1988,4.6,1846,95 mins.,Horror|Action,Zombi 3,95
tt0120813,Safe Men (1998),1998,5.9,1846,88 mins.,Comedy|Crime,Safe Men,88
tt0470761,First Born (2007),2007,4.6,1844,95 mins.,Drama|Horror|Mystery|Thriller,First Born,95
tt0415679,Boy Eats Girl (2005),2005,4.9,1843,80 mins.,Horror|Comedy,Boy Eats Girl,80
tt0059168,Fant\xf4mas se d\xe9cha\xeene (1965),1965,6.6,1842,94 mins.,Adventure|Comedy|Crime|Fantasy,Fant\xf4mas se d\xe9cha\xeene,94
tt0093207,Wings of Honneamise (1987),1987,7.2,1842,121 mins.,Animation|Drama|Sci-Fi,Wings of Honneamise,121
tt0106521,Carnosaur (1993),1993,3.3,1841,83 mins.,Horror|Sci-Fi,Carnosaur,83
tt0102593,One Good Cop (1991),1991,5.5,1840,114 mins.,Action|Crime|Drama|Thriller,One Good Cop,114
tt0238891,I cento passi (2000),2000,7.5,1839,114 mins.,Biography|Crime|Drama,I cento passi,114
tt0064866,Burn! (1969),1969,7.0,1838,132 mins.,Action|Drama|Thriller,Burn!,132
tt0043362,The Browning Version (1951),1951,8.1,1836,90 mins.,Drama,The Browning Version,90
tt0247254,The Code Conspiracy (2002),2002,7.0,1835,97 mins.,Action|Mystery|Thriller,The Code Conspiracy,97
tt0433350,Boy Culture (2006),2006,7.0,1835,88 mins.,Drama,Boy Culture,88
tt0053935,Ice Cold in Alex (1958),1958,7.8,1834,129 mins.,Adventure|War|Drama,Ice Cold in Alex,129
tt0104860,We Are Not Angels (1992),1992,8.1,1833,98 mins.,Comedy,We Are Not Angels,98
tt0065054,Sweet Charity (1969),1969,6.9,1833,149 mins.,Comedy|Drama|Music|Romance,Sweet Charity,149
tt0298388,Jonah: A VeggieTales Movie (2002),2002,6.1,1832,82 mins.,Animation|Adventure|Comedy|Drama|Family|Musical,Jonah: A VeggieTales Movie,82
tt0113682,Loch Ness (1996),1996,5.1,1852,101 mins.,Drama,Loch Ness,101
tt0072235,Sweet Movie (1974),1974,6.3,1851,98 mins.,Comedy|Drama,Sweet Movie,98
tt0104155,Dust Devil (1992),1992,6.3,1850,87 mins.,Horror|Mystery|Thriller|Western,Dust Devil,87
tt0270480,Mad Love (2001),2001,6.6,1850,115 mins.,Biography|Drama|History|Romance,Mad Love,115
tt0112778,A Chinese Odyssey Part One: Pandora's Box (1994),1994,7.7,1848,87 mins.,Action|Adventure|Comedy|Fantasy|Romance,A Chinese Odyssey Part One: Pandora's Box,87
tt0948544,Troubled Water (2008),2008,7.6,1848,115 mins.,Drama|Music,Troubled Water,115
tt0088213,Swing Shift (1984),1984,5.8,1847,100 mins.,Comedy|Drama,Swing Shift,100
tt0045877,The Hitch-Hiker (1953),1953,7.0,1846,71 mins.,Drama|Film-Noir,The Hitch-Hiker,71
tt0127296,Splendor (1999),1999,5.3,1846,93 mins.,Comedy,Splendor,93
tt0110197,Jimmy Hollywood (1994),1994,5.3,1844,112 mins.,Crime|Comedy|Drama,Jimmy Hollywood,112
tt0446752,Full of It (2007),2007,5.6,1844,93 mins.,Drama|Comedy,Full of It,93
tt0061089,This Property Is Condemned (1966),1966,7.0,1843,110 mins.,Drama|Romance,This Property Is Condemned,110
tt0475317,Tough Enough (2006),2006,7.1,1842,98 mins.,Crime|Drama,Tough Enough,98
tt0283897,Assassination Tango (2002),2002,5.8,1842,114 mins.,Crime|Drama|Romance|Thriller,Assassination Tango,114
tt0117781,The Sunchaser (1996),1996,6.0,1840,122 mins.,Drama,The Sunchaser,122
tt0085204,BMX Bandits (1983),1983,4.8,1840,88 mins.,Adventure|Crime|Drama,BMX Bandits,88
tt0469689,The Last Time (2006),2006,6.2,1839,96 mins.,Comedy|Drama|Romance|Thriller,The Last Time,96
tt0043809,Miracle in Milan (1951),1951,7.8,1836,100 mins.,Drama|Fantasy|Comedy,Miracle in Milan,100
tt0828393,Garden Party (2008),2008,5.9,1836,88 mins.,Drama|Romance,Garden Party,88
tt0300270,The Holy Girl (2004),2004,6.6,1835,106 mins.,Drama,The Holy Girl,106
tt0077714,I Wanna Hold Your Hand (1978),1978,6.8,1834,104 mins.,Comedy|Music|Romance,I Wanna Hold Your Hand,104
tt0283283,Millennium Mambo (2001),2001,6.9,1834,119 mins.,Drama|Romance,Millennium Mambo,119
tt0093596,Nadine (1987),1987,5.3,1833,78 mins.,Comedy,Nadine,78
